method,split,seed,mean_success,ci95_success,mean_final_error,ci95_final_error,mean_energy,ci95_energy,mean_contact_violation,mean_disagreement,mean_branch_entropy,diagnostic_rate,mean_probe_value,fallback_rate,episodes,seeds
old_vt_disagreement_branch_mpc,contact_dropout,1,0.7917,0.1660,0.0509,0.0142,0.4759,0.0277,0.0000,0.0374,0.7736,0.3333,0.0497,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,2,0.8333,0.1523,0.0397,0.0149,0.4858,0.0254,0.0000,0.0356,0.7880,0.2917,0.0484,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,3,0.8750,0.1352,0.0376,0.0118,0.4809,0.0181,0.0000,0.0311,0.7930,0.2917,0.0461,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,4,0.8333,0.1523,0.0390,0.0130,0.4836,0.0231,0.0000,0.0398,0.7660,0.4167,0.0505,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,5,0.8333,0.1523,0.0438,0.0156,0.4968,0.0224,0.0000,0.0386,0.7868,0.3750,0.0500,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,6,0.8333,0.1523,0.0376,0.0174,0.4906,0.0248,0.0000,0.0368,0.7710,0.3333,0.0491,0.0000,24,1
old_vt_disagreement_branch_mpc,contact_dropout,7,0.7083,0.1858,0.0545,0.0225,0.4962,0.0286,0.0000,0.0476,0.7744,0.5000,0.0571,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,0,0.5000,0.2043,0.1028,0.0241,0.7393,0.0737,0.0000,0.0175,0.8420,0.0000,0.0382,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,1,0.4583,0.2036,0.1109,0.0283,0.7637,0.0615,0.0000,0.0172,0.8413,0.0417,0.0380,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,2,0.6250,0.1979,0.0801,0.0216,0.7765,0.0435,0.0000,0.0150,0.8379,0.0000,0.0368,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,3,0.8333,0.1523,0.0671,0.0149,0.7782,0.0456,0.0000,0.0156,0.8378,0.0000,0.0372,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,4,0.6667,0.1927,0.0735,0.0177,0.7651,0.0559,0.0000,0.0155,0.8399,0.0000,0.0372,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,5,0.5417,0.2036,0.1048,0.0285,0.7055,0.0494,0.0000,0.0192,0.8391,0.0417,0.0397,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,6,0.6250,0.1979,0.0904,0.0264,0.7385,0.0668,0.0000,0.0166,0.8412,0.0000,0.0377,0.0000,24,1
old_vt_disagreement_branch_mpc,delayed_touch_sticky,7,0.8750,0.1352,0.0652,0.0163,0.7778,0.0453,0.0000,0.0159,0.8407,0.0000,0.0374,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,0,1.0000,0.0000,0.0186,0.0012,0.4923,0.0147,0.0000,0.0131,0.8425,0.0000,0.0358,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,1,1.0000,0.0000,0.0196,0.0018,0.4850,0.0169,0.0000,0.0132,0.8426,0.0000,0.0358,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,2,1.0000,0.0000,0.0190,0.0017,0.4946,0.0153,0.0000,0.0125,0.8433,0.0000,0.0356,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,3,1.0000,0.0000,0.0201,0.0016,0.4899,0.0171,0.0000,0.0104,0.8447,0.0000,0.0346,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,4,1.0000,0.0000,0.0203,0.0019,0.4894,0.0148,0.0000,0.0118,0.8436,0.0000,0.0352,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,5,1.0000,0.0000,0.0190,0.0014,0.4798,0.0169,0.0000,0.0154,0.8403,0.0000,0.0370,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,6,1.0000,0.0000,0.0201,0.0011,0.4930,0.0161,0.0000,0.0152,0.8408,0.0000,0.0367,0.0000,24,1
old_vt_disagreement_branch_mpc,high_friction,7,1.0000,0.0000,0.0192,0.0019,0.4818,0.0175,0.0000,0.0133,0.8424,0.0000,0.0359,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,0,1.0000,0.0000,0.0141,0.0028,0.3624,0.0146,0.0000,0.0148,0.8412,0.0000,0.0366,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,1,1.0000,0.0000,0.0119,0.0023,0.3601,0.0124,0.0000,0.0113,0.8441,0.0000,0.0350,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,2,1.0000,0.0000,0.0120,0.0022,0.3593,0.0159,0.0000,0.0130,0.8427,0.0000,0.0357,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,3,1.0000,0.0000,0.0128,0.0026,0.3568,0.0142,0.0000,0.0148,0.8411,0.0000,0.0366,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,4,1.0000,0.0000,0.0120,0.0017,0.3759,0.0121,0.0000,0.0114,0.8437,0.0000,0.0350,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,5,1.0000,0.0000,0.0137,0.0030,0.3670,0.0135,0.0000,0.0141,0.8416,0.0000,0.0364,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,6,1.0000,0.0000,0.0124,0.0023,0.3545,0.0161,0.0000,0.0111,0.8439,0.0000,0.0349,0.0000,24,1
old_vt_disagreement_branch_mpc,low_friction,7,1.0000,0.0000,0.0125,0.0022,0.3766,0.0127,0.0000,0.0122,0.8434,0.0000,0.0354,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,0,1.0000,0.0000,0.0120,0.0027,0.3952,0.0142,0.0000,0.0128,0.8426,0.0000,0.0357,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,1,1.0000,0.0000,0.0107,0.0020,0.4011,0.0129,0.0000,0.0100,0.8446,0.0000,0.0344,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,2,1.0000,0.0000,0.0120,0.0023,0.3981,0.0127,0.0000,0.0100,0.8446,0.0000,0.0344,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,3,1.0000,0.0000,0.0110,0.0021,0.4106,0.0138,0.0000,0.0091,0.8452,0.0000,0.0340,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,4,1.0000,0.0000,0.0103,0.0014,0.3989,0.0122,0.0000,0.0113,0.8435,0.0000,0.0350,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,5,1.0000,0.0000,0.0116,0.0021,0.4021,0.0139,0.0000,0.0103,0.8445,0.0000,0.0345,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,6,1.0000,0.0000,0.0113,0.0027,0.4063,0.0115,0.0000,0.0112,0.8440,0.0000,0.0349,0.0000,24,1
old_vt_disagreement_branch_mpc,nominal,7,1.0000,0.0000,0.0124,0.0020,0.4136,0.0134,0.0000,0.0103,0.8440,0.0000,0.0346,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,0,0.3750,0.1979,0.1597,0.0468,0.4928,0.0447,0.0000,0.0975,0.6827,0.8750,0.0885,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,1,0.2917,0.1858,0.1635,0.0450,0.4952,0.0320,0.0000,0.0948,0.6553,0.8333,0.0842,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,2,0.4167,0.2015,0.1294,0.0398,0.5015,0.0307,0.0000,0.0943,0.6588,0.8750,0.0848,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,3,0.2083,0.1660,0.1650,0.0380,0.4848,0.0286,0.0000,0.0835,0.6842,0.8750,0.0775,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,4,0.1667,0.1523,0.1770,0.0414,0.4638,0.0334,0.0000,0.0857,0.6749,0.8750,0.0786,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,5,0.2500,0.1770,0.1909,0.0485,0.4665,0.0377,0.0000,0.0797,0.6811,0.7917,0.0749,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,6,0.2500,0.1770,0.1799,0.0398,0.4948,0.0273,0.0000,0.0641,0.7219,0.7500,0.0657,0.0000,24,1
old_vt_disagreement_branch_mpc,sensor_conflict,7,0.3333,0.1927,0.1483,0.0410,0.4914,0.0362,0.0000,0.0735,0.7115,0.6667,0.0723,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,0,1.0000,0.0000,0.0333,0.0021,0.6800,0.0179,0.0000,0.0151,0.8411,0.0000,0.0368,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,1,1.0000,0.0000,0.0348,0.0022,0.6845,0.0177,0.0000,0.0162,0.8402,0.0000,0.0372,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,2,0.9583,0.0817,0.0383,0.0040,0.6834,0.0159,0.0000,0.0145,0.8414,0.0000,0.0366,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,3,1.0000,0.0000,0.0334,0.0022,0.6687,0.0178,0.0000,0.0168,0.8399,0.0000,0.0375,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,4,1.0000,0.0000,0.0356,0.0026,0.6840,0.0155,0.0000,0.0145,0.8412,0.0000,0.0367,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,5,1.0000,0.0000,0.0354,0.0016,0.6745,0.0132,0.0000,0.0167,0.8397,0.0000,0.0375,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,6,1.0000,0.0000,0.0343,0.0025,0.6649,0.0196,0.0000,0.0185,0.8378,0.0000,0.0385,0.0000,24,1
old_vt_disagreement_branch_mpc,sticky_contact,7,1.0000,0.0000,0.0342,0.0022,0.6765,0.0206,0.0000,0.0147,0.8414,0.0000,0.0366,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,0,0.7500,0.1770,0.0487,0.0191,0.4684,0.0270,0.0000,0.0647,0.7363,0.6667,0.0667,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,1,0.8333,0.1523,0.0363,0.0147,0.4456,0.0240,0.0000,0.0537,0.7595,0.5000,0.0601,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,2,0.9167,0.1130,0.0371,0.0149,0.4649,0.0301,0.0000,0.0622,0.7480,0.6250,0.0655,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,3,0.8750,0.1352,0.0299,0.0103,0.4747,0.0246,0.0000,0.0504,0.7628,0.5833,0.0573,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,4,0.7917,0.1660,0.0348,0.0139,0.4836,0.0226,0.0000,0.0600,0.7463,0.6250,0.0635,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,5,0.9167,0.1130,0.0287,0.0135,0.4627,0.0248,0.0000,0.0434,0.7751,0.4583,0.0531,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,6,0.7500,0.1770,0.0470,0.0246,0.4919,0.0334,0.0000,0.0629,0.7327,0.6667,0.0649,0.0000,24,1
old_vt_disagreement_branch_mpc,tactile_noise,7,0.8750,0.1352,0.0347,0.0116,0.5146,0.0237,0.0000,0.0648,0.7323,0.8750,0.0670,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,0,0.4167,0.2015,0.0839,0.0251,0.4170,0.0335,0.0000,0.0340,0.8004,0.3333,0.0487,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,1,0.3750,0.1979,0.0920,0.0314,0.4316,0.0317,0.0000,0.0378,0.7816,0.4167,0.0508,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,2,0.6667,0.1927,0.0679,0.0341,0.4202,0.0303,0.0000,0.0428,0.7667,0.4583,0.0536,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,3,0.2917,0.1858,0.1089,0.0302,0.3973,0.0295,0.0000,0.0237,0.8110,0.1667,0.0423,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,4,0.5417,0.2036,0.0765,0.0251,0.4328,0.0257,0.0000,0.0386,0.7770,0.4167,0.0511,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,5,0.5417,0.2036,0.0732,0.0245,0.4291,0.0274,0.0000,0.0402,0.7824,0.4167,0.0524,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,6,0.3333,0.1927,0.1151,0.0355,0.4064,0.0286,0.0000,0.0247,0.8086,0.2083,0.0428,0.0000,24,1
old_vt_disagreement_branch_mpc,vision_bias,7,0.5417,0.2036,0.0851,0.0303,0.4301,0.0409,0.0000,0.0356,0.7751,0.3750,0.0492,0.0000,24,1
oracle_mode_mpc,combined_shift,0,0.7917,0.1660,0.0543,0.0098,0.5547,0.0227,0.0000,0.0409,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,1,0.8750,0.1352,0.0496,0.0090,0.5648,0.0265,0.0000,0.0414,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,2,0.7917,0.1660,0.0546,0.0121,0.5540,0.0203,0.0000,0.0390,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,3,0.8750,0.1352,0.0501,0.0091,0.5456,0.0205,0.0000,0.0533,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,4,0.9167,0.1130,0.0494,0.0112,0.5498,0.0191,0.0000,0.0439,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,5,0.8750,0.1352,0.0501,0.0093,0.5414,0.0237,0.0000,0.0397,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,6,0.7917,0.1660,0.0492,0.0127,0.5571,0.0212,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,combined_shift,7,0.9583,0.0817,0.0427,0.0092,0.5505,0.0219,0.0000,0.0444,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,0,0.9167,0.1130,0.0413,0.0077,0.4639,0.0207,0.0000,0.0362,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,1,0.9583,0.0817,0.0470,0.0075,0.4393,0.0189,0.0000,0.0332,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,2,0.9167,0.1130,0.0387,0.0067,0.4569,0.0213,0.0000,0.0335,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,3,0.9583,0.0817,0.0396,0.0053,0.4554,0.0207,0.0000,0.0317,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,4,1.0000,0.0000,0.0371,0.0050,0.4493,0.0180,0.0000,0.0380,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,5,0.9583,0.0817,0.0444,0.0068,0.4652,0.0197,0.0000,0.0355,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,6,0.9167,0.1130,0.0392,0.0078,0.4730,0.0162,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,contact_dropout,7,0.9583,0.0817,0.0387,0.0072,0.4431,0.0162,0.0000,0.0445,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,0,0.9583,0.0817,0.0406,0.0077,0.8792,0.0531,0.0000,0.0175,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,1,0.8750,0.1352,0.0525,0.0104,0.8830,0.0442,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,2,0.8750,0.1352,0.0420,0.0100,0.9052,0.0398,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,3,0.9583,0.0817,0.0424,0.0091,0.9096,0.0505,0.0000,0.0156,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,4,0.9583,0.0817,0.0354,0.0072,0.8926,0.0483,0.0000,0.0155,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,5,0.8750,0.1352,0.0520,0.0108,0.8567,0.0553,0.0000,0.0192,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,6,0.9167,0.1130,0.0451,0.0092,0.8911,0.0394,0.0000,0.0166,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,delayed_touch_sticky,7,0.9583,0.0817,0.0327,0.0083,0.8875,0.0432,0.0000,0.0159,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,0,1.0000,0.0000,0.0301,0.0029,0.5175,0.0174,0.0000,0.0131,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,1,1.0000,0.0000,0.0288,0.0031,0.5068,0.0188,0.0000,0.0132,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,2,1.0000,0.0000,0.0314,0.0033,0.5239,0.0195,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,3,1.0000,0.0000,0.0305,0.0030,0.5161,0.0189,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,4,1.0000,0.0000,0.0313,0.0026,0.5210,0.0158,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,5,1.0000,0.0000,0.0288,0.0035,0.5042,0.0184,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,6,1.0000,0.0000,0.0308,0.0028,0.5151,0.0171,0.0000,0.0152,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,high_friction,7,1.0000,0.0000,0.0304,0.0037,0.5089,0.0219,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,0,1.0000,0.0000,0.0296,0.0033,0.3234,0.0157,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,1,1.0000,0.0000,0.0276,0.0027,0.3191,0.0150,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,2,1.0000,0.0000,0.0273,0.0029,0.3188,0.0167,0.0000,0.0130,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,3,1.0000,0.0000,0.0278,0.0027,0.3197,0.0152,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,4,1.0000,0.0000,0.0298,0.0023,0.3324,0.0134,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,5,1.0000,0.0000,0.0304,0.0023,0.3299,0.0147,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,6,1.0000,0.0000,0.0258,0.0032,0.3092,0.0185,0.0000,0.0111,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,low_friction,7,1.0000,0.0000,0.0309,0.0023,0.3388,0.0133,0.0000,0.0122,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,0,1.0000,0.0000,0.0271,0.0027,0.3887,0.0178,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,1,1.0000,0.0000,0.0271,0.0026,0.3913,0.0145,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,2,1.0000,0.0000,0.0256,0.0025,0.3816,0.0170,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,3,1.0000,0.0000,0.0293,0.0025,0.3996,0.0162,0.0000,0.0091,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,4,1.0000,0.0000,0.0266,0.0029,0.3880,0.0153,0.0000,0.0113,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,5,1.0000,0.0000,0.0276,0.0029,0.3915,0.0150,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,6,1.0000,0.0000,0.0275,0.0026,0.3936,0.0140,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,nominal,7,1.0000,0.0000,0.0289,0.0028,0.3963,0.0141,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,0,0.5417,0.2036,0.0741,0.0138,0.4535,0.0290,0.0000,0.0967,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,1,0.5417,0.2036,0.0807,0.0175,0.4738,0.0245,0.0000,0.0908,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,2,0.6667,0.1927,0.0700,0.0162,0.4497,0.0245,0.0000,0.0987,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,3,0.6250,0.1979,0.0643,0.0151,0.4407,0.0225,0.0000,0.0852,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,4,0.5000,0.2043,0.0781,0.0159,0.4406,0.0252,0.0000,0.0742,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,5,0.5000,0.2043,0.0747,0.0174,0.4670,0.0206,0.0000,0.0684,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,6,0.6250,0.1979,0.0712,0.0141,0.4924,0.0216,0.0000,0.0666,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sensor_conflict,7,0.6250,0.1979,0.0671,0.0157,0.4615,0.0205,0.0000,0.0626,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,0,1.0000,0.0000,0.0251,0.0034,0.7629,0.0196,0.0000,0.0151,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,1,1.0000,0.0000,0.0216,0.0032,0.7649,0.0193,0.0000,0.0162,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,2,1.0000,0.0000,0.0230,0.0029,0.7771,0.0162,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,3,1.0000,0.0000,0.0216,0.0033,0.7550,0.0188,0.0000,0.0168,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,4,1.0000,0.0000,0.0231,0.0035,0.7610,0.0183,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,5,1.0000,0.0000,0.0252,0.0040,0.7631,0.0196,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,6,1.0000,0.0000,0.0203,0.0038,0.7417,0.0217,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,sticky_contact,7,1.0000,0.0000,0.0252,0.0041,0.7550,0.0235,0.0000,0.0147,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,0,0.9583,0.0817,0.0395,0.0085,0.3974,0.0163,0.0000,0.0615,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,1,1.0000,0.0000,0.0384,0.0051,0.3936,0.0180,0.0000,0.0479,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,2,0.9583,0.0817,0.0404,0.0081,0.3997,0.0179,0.0000,0.0502,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,3,1.0000,0.0000,0.0394,0.0050,0.4078,0.0189,0.0000,0.0465,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,4,0.9583,0.0817,0.0401,0.0063,0.4155,0.0170,0.0000,0.0533,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,5,1.0000,0.0000,0.0382,0.0058,0.4061,0.0152,0.0000,0.0395,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,6,0.9167,0.1130,0.0385,0.0093,0.4092,0.0190,0.0000,0.0591,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,tactile_noise,7,0.9583,0.0817,0.0378,0.0062,0.3983,0.0178,0.0000,0.0619,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,0,0.8333,0.1523,0.0483,0.0104,0.3934,0.0198,0.0000,0.0271,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,1,0.7500,0.1770,0.0552,0.0117,0.4071,0.0225,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,2,0.9167,0.1130,0.0453,0.0093,0.3980,0.0212,0.0000,0.0358,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,3,0.5833,0.2015,0.0646,0.0105,0.4090,0.0183,0.0000,0.0197,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,4,0.9167,0.1130,0.0491,0.0100,0.3983,0.0155,0.0000,0.0319,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,5,0.8333,0.1523,0.0479,0.0110,0.3947,0.0164,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,6,0.7917,0.1660,0.0633,0.0116,0.4058,0.0226,0.0000,0.0201,0.0000,0.0000,0.0000,0.0000,24,1
oracle_mode_mpc,vision_bias,7,0.8333,0.1523,0.0469,0.0118,0.4022,0.0215,0.0000,0.0297,0.0000,0.0000,0.0000,0.0000,24,1
particle_belief_mpc,combined_shift,0,0.5417,0.2036,0.0737,0.0156,0.5146,0.0240,0.0000,0.0409,1.5661,0.0000,0.0803,0.0000,24,1
particle_belief_mpc,combined_shift,1,0.5417,0.2036,0.0660,0.0176,0.5329,0.0303,0.0000,0.0414,1.5661,0.0000,0.0805,0.0000,24,1
particle_belief_mpc,combined_shift,2,0.5000,0.2043,0.0861,0.0220,0.5008,0.0281,0.0000,0.0390,1.5661,0.0000,0.0787,0.0000,24,1
particle_belief_mpc,combined_shift,3,0.6250,0.1979,0.0710,0.0192,0.5115,0.0182,0.0000,0.0533,1.5661,0.0000,0.0894,0.0000,24,1
particle_belief_mpc,combined_shift,4,0.5000,0.2043,0.0997,0.0335,0.4843,0.0259,0.0000,0.0439,1.5661,0.0000,0.0823,0.0000,24,1
particle_belief_mpc,combined_shift,5,0.6667,0.1927,0.0761,0.0246,0.5186,0.0247,0.0000,0.0397,1.5661,0.0000,0.0797,0.0000,24,1
particle_belief_mpc,combined_shift,6,0.6667,0.1927,0.0744,0.0252,0.5071,0.0294,0.0000,0.0392,1.5661,0.0000,0.0789,0.0000,24,1
particle_belief_mpc,combined_shift,7,0.5417,0.2036,0.0670,0.0150,0.5059,0.0198,0.0000,0.0444,1.5661,0.0000,0.0830,0.0000,24,1
particle_belief_mpc,contact_dropout,0,0.7500,0.1770,0.0455,0.0152,0.4586,0.0194,0.0000,0.0362,1.5661,0.0000,0.0766,0.0000,24,1
particle_belief_mpc,contact_dropout,1,0.8750,0.1352,0.0399,0.0101,0.4470,0.0185,0.0000,0.0332,1.5661,0.0000,0.0748,0.0000,24,1
